order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,request_date,return_reason,total_amount,shipping_cost,profit,customer_age,customer_gender,calc_total,is_returned,returned_amount,net_sales,gross_before_discount,discount_amount,delivery_days,return_lag_days,year_month,year,quarter,weekday,month_num,age_group,price_band,discount_band,delivery_band,profit_pct_of_sales,net_profit,is_partial_month
O118711,C16289,P229014,Home,174.19,0.05,1,Debit Card,2025-08-01,2025-08-05,West,No,,Not Returned,165.48,8.4,37.93,50,Male,165.48049999999998,0,0.0,165.48,174.19,8.710000000000008,4,,2025-08-01,2025,2025Q3,Friday,8,46-55,$100-250,1-5%,4-5d,0.22921198936427364,37.93,0
O118712,C10942,P207597,Electronics,325.02,0.1,2,Debit Card,2023-09-17,2023-09-21,North,No,,Not Returned,585.04,10.6,59.6,21,Male,585.036,0,0.0,585.04,650.04,65.0,4,,2023-09-01,2023,2023Q3,Sunday,9,18-25,$250-500,6-10%,4-5d,0.10187337617940655,59.6,1
O118713,C13280,P225633,Sports,72.28,0.05,1,Credit Card,2025-03-29,2025-04-03,North,No,,Not Returned,68.67,5.32,15.28,63,Male,68.666,0,0.0,68.67,72.28,3.6099999999999994,5,,2025-03-01,2025,2025Q1,Saturday,3,56-69,$50-100,1-5%,4-5d,0.22251347021989223,15.28,0
O118714,C15405,P216854,Sports,289.5,0.15,1,Credit Card,2025-08-01,2025-08-07,North,No,,Not Returned,246.08,7.49,66.33,54,Female,246.075,0,0.0,246.08,289.5,43.41999999999999,6,,2025-08-01,2025,2025Q3,Friday,8,46-55,$250-500,11-20%,6-7d,0.269546488946684,66.33,0
O118715,C11033,P203566,Sports,29.73,0.0,5,Credit Card,2023-12-08,2023-12-13,East,No,,Not Returned,148.65,6.74,37.85,47,Female,148.65,0,0.0,148.65,148.65,0.0,5,,2023-12-01,2023,2023Q4,Friday,12,46-55,$20-50,0%,4-5d,0.2546249579549277,37.85,0
O118716,C12786,P241472,Electronics,124.29,0.1,1,Credit Card,2025-02-28,2025-03-04,West,No,,Not Returned,111.86,6.74,6.68,32,Female,111.861,0,0.0,111.86,124.29,12.430000000000007,4,,2025-02-01,2025,2025Q1,Friday,2,26-35,$100-250,6-10%,4-5d,0.059717504022885746,6.68,0
O118717,C12233,P244353,Home,25.5,0.05,1,COD,2024-08-11,2024-08-15,West,No,,Not Returned,24.22,3.91,2.87,35,Female,24.224999999999998,0,0.0,24.22,25.5,1.2800000000000011,4,,2024-08-01,2024,2024Q3,Sunday,8,26-35,$20-50,1-5%,4-5d,0.1184971098265896,2.87,0
O118718,C13645,P203285,Toys,4.35,0.05,1,Credit Card,2024-03-21,2024-03-26,North,No,,Not Returned,4.13,0.84,0.81,51,Female,4.132499999999999,0,0.0,4.13,4.35,0.21999999999999975,5,,2024-03-01,2024,2024Q1,Thursday,3,46-55,<$20,1-5%,4-5d,0.1961259079903148,0.81,0
O118719,C11620,P212029,Sports,213.3,0.0,1,COD,2025-06-04,2025-06-10,South,No,,Not Returned,213.3,9.06,54.93,58,Male,213.3,0,0.0,213.3,213.3,0.0,6,,2025-06-01,2025,2025Q2,Wednesday,6,56-69,$100-250,0%,6-7d,0.2575246132208157,54.93,0
O118720,C13535,P243152,Toys,20.34,0.1,1,Credit Card,2023-12-18,2023-12-22,West,No,,Not Returned,18.31,4.88,2.44,46,Male,18.306,0,0.0,18.31,20.34,2.030000000000001,4,,2023-12-01,2023,2023Q4,Monday,12,46-55,$20-50,6-10%,4-5d,0.1332605133806663,2.44,0
O118721,C13205,P212846,Fashion,139.46,0.05,3,Credit Card,2024-06-22,2024-06-27,Central,Yes,2024-07-15,Missing/Wrong item,397.46,7.11,132.0,53,Female,397.46099999999996,1,397.46,0.0,418.38,20.920000000000016,5,18.0,2024-06-01,2024,2024Q2,Saturday,6,46-55,$100-250,1-5%,4-5d,0.33210889146077593,0.0,0
O118722,C12882,P213079,Fashion,112.14,0.0,3,UPI,2024-04-18,2024-04-21,Central,No,,Not Returned,336.42,7.62,110.13,54,Female,336.42,0,0.0,336.42,336.42,0.0,3,,2024-04-01,2024,2024Q2,Thursday,4,46-55,$100-250,0%,0-3d,0.32735865881933296,110.13,0
O118723,C14904,P246804,Home,57.06,0.0,1,Wallet,2024-11-14,2024-11-20,East,Yes,2024-12-17,Defective,57.06,5.55,10.43,53,Female,57.06,1,57.06,0.0,57.06,0.0,6,27.0,2024-11-01,2024,2024Q4,Thursday,11,46-55,$50-100,0%,6-7d,0.18279004556607079,0.0,0
O118724,C10170,P208551,Beauty,28.12,0.0,2,PayPal,2024-09-27,2024-10-03,East,No,,Not Returned,56.24,3.87,21.44,43,Male,56.24,0,0.0,56.24,56.24,0.0,6,,2024-09-01,2024,2024Q3,Friday,9,36-45,$20-50,0%,6-7d,0.3812233285917497,21.44,0
O118725,C16356,P233052,Fashion,28.46,0.0,1,Wallet,2024-07-23,2024-07-26,Central,No,,Not Returned,28.46,5.91,4.05,25,Female,28.46,0,0.0,28.46,28.46,0.0,3,,2024-07-01,2024,2024Q3,Tuesday,7,18-25,$20-50,0%,0-3d,0.14230498945888967,4.05,0
O118726,C11553,P215100,Home,285.04,0.0,1,Wallet,2024-11-25,2024-11-30,South,No,,Not Returned,285.04,9.33,70.48,23,Female,285.04,0,0.0,285.04,285.04,0.0,5,,2024-11-01,2024,2024Q4,Monday,11,18-25,$250-500,0%,4-5d,0.24726354195902328,70.48,0
O118727,C13897,P203277,Sports,140.31,0.0,4,PayPal,2024-05-15,2024-05-22,West,No,,Not Returned,561.24,11.75,156.62,42,Male,561.24,0,0.0,561.24,561.24,0.0,7,,2024-05-01,2024,2024Q2,Wednesday,5,36-45,$100-250,0%,6-7d,0.2790606514147245,156.62,0
O118728,C17669,P219015,Sports,22.96,0.0,2,Credit Card,2024-09-26,2024-10-01,South,No,,Not Returned,45.92,5.08,8.7,66,Male,45.92,0,0.0,45.92,45.92,0.0,5,,2024-09-01,2024,2024Q3,Thursday,9,56-69,$20-50,0%,4-5d,0.18945993031358882,8.7,0
O118729,C11595,P201757,Electronics,144.92,0.2,1,Credit Card,2024-05-19,2024-05-24,South,No,,Not Returned,115.94,7.72,6.19,35,Female,115.93599999999999,0,0.0,115.94,144.92,28.97999999999999,5,,2024-05-01,2024,2024Q2,Sunday,5,26-35,$100-250,11-20%,4-5d,0.0533896843194756,6.19,0
O118730,C11623,P232085,Grocery,15.11,0.05,5,Wallet,2025-01-05,2025-01-08,Central,No,,Not Returned,71.77,5.8,-0.06,19,Female,71.7725,0,0.0,71.77,75.55,3.780000000000001,3,,2025-01-01,2025,2025Q1,Sunday,1,18-25,<$20,1-5%,0-3d,-0.0008360039013515396,-0.06,0
O118731,C14122,P221863,Beauty,9.92,0.0,2,UPI,2025-01-29,2025-02-02,Central,No,,Not Returned,19.84,4.34,4.59,42,Male,19.84,0,0.0,19.84,19.84,0.0,4,,2025-01-01,2025,2025Q1,Wednesday,1,36-45,<$20,0%,4-5d,0.2313508064516129,4.59,0
O118732,C15109,P226098,Home,110.55,0.0,3,Credit Card,2023-11-03,2023-11-09,South,No,,Not Returned,331.65,8.45,84.41,36,Female,331.65,0,0.0,331.65,331.65,0.0,6,,2023-11-01,2023,2023Q4,Friday,11,36-45,$100-250,0%,6-7d,0.2545153022764963,84.41,0
O118733,C11091,P246220,Grocery,4.69,0.1,1,UPI,2024-01-18,2024-01-23,East,No,,Not Returned,4.22,2.89,-2.55,55,Male,4.221,0,0.0,4.22,4.69,0.47000000000000064,5,,2024-01-01,2024,2024Q1,Thursday,1,46-55,<$20,6-10%,4-5d,-0.6042654028436019,-2.55,0
O118734,C12837,P215295,Electronics,422.89,0.05,3,Debit Card,2024-12-02,2024-12-06,South,No,,Not Returned,1205.24,9.83,134.8,33,Female,1205.2365,0,0.0,1205.24,1268.67,63.430000000000064,4,,2024-12-01,2024,2024Q4,Monday,12,26-35,$250-500,1-5%,4-5d,0.11184494374564403,134.8,0
O118735,C10407,P238555,Beauty,4.91,0.0,1,Credit Card,2024-11-11,2024-11-15,South,No,,Not Returned,4.91,1.47,0.74,64,Male,4.91,0,0.0,4.91,4.91,0.0,4,,2024-11-01,2024,2024Q4,Monday,11,56-69,<$20,0%,4-5d,0.15071283095723015,0.74,0
O118736,C17719,P225821,Toys,27.12,0.0,1,Credit Card,2024-09-08,2024-09-14,West,No,,Not Returned,27.12,4.33,6.52,66,Male,27.12,0,0.0,27.12,27.12,0.0,6,,2024-09-01,2024,2024Q3,Sunday,9,56-69,$20-50,0%,6-7d,0.24041297935103242,6.52,0
O118737,C15228,P242372,Home,64.11,0.05,1,Credit Card,2024-04-27,2024-05-01,Central,No,,Not Returned,60.9,5.36,11.69,67,Male,60.9045,0,0.0,60.9,64.11,3.210000000000001,4,,2024-04-01,2024,2024Q2,Saturday,4,56-69,$50-100,1-5%,4-5d,0.19195402298850575,11.69,0
O118738,C14169,P221833,Sports,69.42,0.0,1,UPI,2023-10-27,2023-10-31,North,No,,Not Returned,69.42,4.57,16.26,48,Female,69.42,0,0.0,69.42,69.42,0.0,4,,2023-10-01,2023,2023Q4,Friday,10,46-55,$50-100,0%,4-5d,0.2342264477095938,16.26,0
O118739,C16721,P225992,Grocery,9.7,0.0,3,PayPal,2025-07-06,2025-07-10,West,No,,Not Returned,29.1,4.11,-1.78,57,Female,29.099999999999998,0,0.0,29.1,29.099999999999998,-3.552713678800501e-15,4,,2025-07-01,2025,2025Q3,Sunday,7,56-69,<$20,0%,4-5d,-0.061168384879725084,-1.78,0
O118740,C10679,P208549,Fashion,15.63,0.0,1,Wallet,2024-11-11,2024-11-18,West,No,,Not Returned,15.63,4.94,0.53,54,Male,15.63,0,0.0,15.63,15.63,0.0,7,,2024-11-01,2024,2024Q4,Monday,11,46-55,<$20,0%,6-7d,0.03390914907229686,0.53,0
O118741,C17429,P222432,Fashion,145.13,0.0,1,Debit Card,2024-10-04,2024-10-08,Central,No,,Not Returned,145.13,6.47,44.33,50,Male,145.13,0,0.0,145.13,145.13,0.0,4,,2024-10-01,2024,2024Q4,Friday,10,46-55,$100-250,0%,4-5d,0.3054502859505271,44.33,0
O118742,C15487,P239498,Home,10.02,0.1,1,Debit Card,2025-04-26,2025-04-29,Central,No,,Not Returned,9.02,3.85,-1.32,44,Male,9.018,0,0.0,9.02,10.02,1.0,3,,2025-04-01,2025,2025Q2,Saturday,4,36-45,<$20,6-10%,0-3d,-0.14634146341463417,-1.32,0
O118743,C16929,P220519,Home,71.41,0.1,1,COD,2023-11-08,2023-11-13,North,No,,Not Returned,64.27,6.5,11.5,58,Male,64.269,0,0.0,64.27,71.41,7.140000000000001,5,,2023-11-01,2023,2023Q4,Wednesday,11,56-69,$50-100,6-10%,4-5d,0.1789326279757274,11.5,0
O118744,C14944,P247376,Electronics,94.71,0.0,1,UPI,2023-11-10,2023-11-14,Central,No,,Not Returned,94.71,5.85,5.52,24,Female,94.71,0,0.0,94.71,94.71,0.0,4,,2023-11-01,2023,2023Q4,Friday,11,18-25,$50-100,0%,4-5d,0.05828318023439975,5.52,0
O118745,C14965,P248547,Fashion,26.94,0.1,1,Debit Card,2024-11-23,2024-11-29,South,No,,Not Returned,24.25,4.95,3.54,28,Male,24.246000000000002,0,0.0,24.25,26.94,2.6900000000000013,6,,2024-11-01,2024,2024Q4,Saturday,11,26-35,$20-50,6-10%,6-7d,0.14597938144329897,3.54,0
O118746,C10236,P203141,Toys,4.16,0.1,1,UPI,2024-09-15,2024-09-24,East,No,,Not Returned,3.74,1.98,-0.48,37,Female,3.744,0,0.0,3.74,4.16,0.41999999999999993,9,,2024-09-01,2024,2024Q3,Sunday,9,36-45,<$20,6-10%,8-10d,-0.1283422459893048,-0.48,0
O118747,C12774,P211068,Beauty,14.66,0.0,1,PayPal,2024-01-13,2024-01-20,South,No,,Not Returned,14.66,3.41,3.19,22,Other,14.66,0,0.0,14.66,14.66,0.0,7,,2024-01-01,2024,2024Q1,Saturday,1,18-25,<$20,0%,6-7d,0.21759890859481582,3.19,0
O118748,C13437,P231342,Fashion,15.6,0.0,3,COD,2025-05-06,2025-05-11,South,No,,Not Returned,46.8,5.5,10.88,49,Male,46.8,0,0.0,46.8,46.8,0.0,5,,2025-05-01,2025,2025Q2,Tuesday,5,46-55,<$20,0%,4-5d,0.2324786324786325,10.88,0
O118749,C13357,P214256,Grocery,11.62,0.0,2,Credit Card,2025-04-13,2025-04-19,East,No,,Not Returned,23.24,5.37,-3.51,66,Male,23.24,0,0.0,23.24,23.24,0.0,6,,2025-04-01,2025,2025Q2,Sunday,4,56-69,<$20,0%,6-7d,-0.15103270223752152,-3.51,0
O118750,C16521,P232964,Toys,2.24,0.0,1,Credit Card,2025-08-20,2025-08-23,Central,No,,Not Returned,2.24,2.09,-1.19,24,Male,2.24,0,0.0,2.24,2.24,0.0,3,,2025-08-01,2025,2025Q3,Wednesday,8,18-25,<$20,0%,0-3d,-0.5312499999999999,-1.19,0
O118751,C16804,P205830,Home,102.88,0.0,2,Credit Card,2024-08-27,2024-08-31,South,No,,Not Returned,205.76,9.56,48.05,60,Female,205.76,0,0.0,205.76,205.76,0.0,4,,2024-08-01,2024,2024Q3,Tuesday,8,56-69,$100-250,0%,4-5d,0.23352449455676516,48.05,0
O118752,C12877,P215868,Toys,8.54,0.1,3,UPI,2023-12-23,2023-12-28,West,No,,Not Returned,23.06,5.95,3.27,63,Male,23.058,0,0.0,23.06,25.619999999999997,2.5599999999999987,5,,2023-12-01,2023,2023Q4,Saturday,12,56-69,<$20,6-10%,4-5d,0.14180398959236776,3.27,0
O118753,C15001,P206679,Beauty,12.5,0.2,1,Credit Card,2025-06-20,2025-06-24,West,No,,Not Returned,10.0,4.51,-0.01,57,Female,10.0,0,0.0,10.0,12.5,2.5,4,,2025-06-01,2025,2025Q2,Friday,6,56-69,<$20,11-20%,4-5d,-0.001,-0.01,0
O118754,C12423,P240754,Sports,53.07,0.1,2,COD,2025-01-10,2025-01-16,Central,No,,Not Returned,95.53,7.54,21.12,38,Female,95.526,0,0.0,95.53,106.14,10.61,6,,2025-01-01,2025,2025Q1,Friday,1,36-45,$50-100,6-10%,6-7d,0.22108238249764472,21.12,0
O118755,C14714,P233705,Fashion,57.0,0.0,3,COD,2025-03-27,2025-04-02,East,No,,Not Returned,171.0,8.31,51.54,64,Female,171.0,0,0.0,171.0,171.0,0.0,6,,2025-03-01,2025,2025Q1,Thursday,3,56-69,$50-100,0%,6-7d,0.30140350877192984,51.54,0
O118756,C16796,P211722,Fashion,74.71,0.05,1,Wallet,2024-09-17,2024-09-22,North,No,,Not Returned,70.97,4.31,20.53,19,Female,70.97449999999999,0,0.0,70.97,74.71,3.739999999999995,5,,2024-09-01,2024,2024Q3,Tuesday,9,18-25,$50-100,1-5%,4-5d,0.2892771593631112,20.53,0
O118757,C13147,P220509,Fashion,24.67,0.05,1,PayPal,2025-07-31,2025-08-04,North,No,,Not Returned,23.44,3.66,4.54,64,Female,23.4365,0,0.0,23.44,24.67,1.2300000000000004,4,,2025-07-01,2025,2025Q3,Thursday,7,56-69,$20-50,1-5%,4-5d,0.19368600682593856,4.54,0
O118758,C11032,P213989,Electronics,891.8,0.0,1,Credit Card,2025-09-07,2025-09-12,South,No,,Not Returned,891.8,9.78,97.24,18,Female,891.8,0,0.0,891.8,891.8,0.0,5,,2025-09-01,2025,2025Q3,Sunday,9,18-25,$500+,0%,4-5d,0.10903790087463557,97.24,1
O118759,C16339,P243886,Home,190.56,0.0,1,COD,2025-01-17,2025-01-21,Central,No,,Not Returned,190.56,9.69,43.67,48,Female,190.56,0,0.0,190.56,190.56,0.0,4,,2025-01-01,2025,2025Q1,Friday,1,46-55,$100-250,0%,4-5d,0.22916666666666669,43.67,0
O118760,C12854,P246200,Home,78.1,0.0,1,Debit Card,2023-09-25,2023-09-29,Central,No,,Not Returned,78.1,6.29,15.58,44,Female,78.1,0,0.0,78.1,78.1,0.0,4,,2023-09-01,2023,2023Q3,Monday,9,36-45,$50-100,0%,4-5d,0.19948783610755444,15.58,1
O118761,C17959,P223562,Electronics,83.45,0.0,1,Wallet,2025-03-16,2025-03-19,Central,No,,Not Returned,83.45,6.7,3.31,29,Male,83.45,0,0.0,83.45,83.45,0.0,3,,2025-03-01,2025,2025Q1,Sunday,3,26-35,$50-100,0%,0-3d,0.039664469742360695,3.31,0
O118762,C12940,P214919,Toys,18.16,0.0,1,Debit Card,2025-06-05,2025-06-10,East,Yes,2025-07-08,Missing/Wrong item,18.16,4.2,3.06,54,Other,18.16,1,18.16,0.0,18.16,0.0,5,28.0,2025-06-01,2025,2025Q2,Thursday,6,46-55,<$20,0%,4-5d,0.1685022026431718,0.0,0
O118763,C13701,P241306,Sports,103.55,0.0,1,Debit Card,2025-07-13,2025-07-17,West,No,,Not Returned,103.55,7.64,23.42,42,Female,103.55,0,0.0,103.55,103.55,0.0,4,,2025-07-01,2025,2025Q3,Sunday,7,36-45,$100-250,0%,4-5d,0.22617093191694837,23.42,0
O118764,C15409,P248380,Home,29.29,0.2,1,Credit Card,2024-06-15,2024-06-21,East,No,,Not Returned,23.43,5.43,1.13,58,Male,23.432000000000002,0,0.0,23.43,29.29,5.859999999999999,6,,2024-06-01,2024,2024Q2,Saturday,6,56-69,$20-50,11-20%,6-7d,0.04822876653862569,1.13,0
O118765,C14070,P211036,Grocery,26.16,0.05,2,Credit Card,2024-12-30,2025-01-02,North,No,,Not Returned,49.7,4.24,-0.26,37,Male,49.704,0,0.0,49.7,52.32,2.6199999999999974,3,,2024-12-01,2024,2024Q4,Monday,12,36-45,$20-50,1-5%,0-3d,-0.005231388329979879,-0.26,0
O118766,C13132,P241078,Grocery,7.32,0.15,1,COD,2025-03-24,2025-03-28,West,No,,Not Returned,6.22,3.27,-2.77,32,Male,6.222,0,0.0,6.22,7.32,1.1000000000000005,4,,2025-03-01,2025,2025Q1,Monday,3,26-35,<$20,11-20%,4-5d,-0.4453376205787782,-2.77,0
O118767,C17080,P224438,Electronics,103.73,0.0,1,UPI,2023-12-14,2023-12-19,Central,Yes,2024-01-10,No longer needed,103.73,7.72,4.73,52,Male,103.73,1,103.73,0.0,103.73,0.0,5,22.0,2023-12-01,2023,2023Q4,Thursday,12,46-55,$100-250,0%,4-5d,0.045599151643690355,0.0,0
O118768,C13460,P220999,Beauty,21.03,0.0,2,Credit Card,2024-10-17,2024-10-25,East,No,,Not Returned,42.06,6.49,12.44,43,Female,42.06,0,0.0,42.06,42.06,0.0,8,,2024-10-01,2024,2024Q4,Thursday,10,36-45,$20-50,0%,8-10d,0.2957679505468378,12.44,0
O118769,C14942,P243740,Toys,12.78,0.15,1,Debit Card,2025-02-26,2025-03-01,North,No,,Not Returned,10.86,4.25,0.09,45,Female,10.863,0,0.0,10.86,12.78,1.92,3,,2025-02-01,2025,2025Q1,Wednesday,2,36-45,<$20,11-20%,0-3d,0.008287292817679558,0.09,0
O118770,C16961,P243087,Electronics,383.99,0.0,1,UPI,2024-06-09,2024-06-17,West,No,,Not Returned,383.99,7.72,38.36,49,Male,383.99,0,0.0,383.99,383.99,0.0,8,,2024-06-01,2024,2024Q2,Sunday,6,46-55,$250-500,0%,8-10d,0.09989843485507435,38.36,0
O118771,C11923,P241543,Electronics,111.57,0.15,1,UPI,2025-04-03,2025-04-09,South,Yes,2025-04-23,Not as described,94.83,7.28,4.1,59,Female,94.83449999999999,1,94.83,0.0,111.57,16.739999999999995,6,14.0,2025-04-01,2025,2025Q2,Thursday,4,56-69,$100-250,11-20%,6-7d,0.043235263102393756,0.0,0
O118772,C17730,P201708,Fashion,6.03,0.1,1,UPI,2024-08-19,2024-08-24,West,No,,Not Returned,5.43,2.2,-0.3,34,Female,5.4270000000000005,0,0.0,5.43,6.03,0.6000000000000005,5,,2024-08-01,2024,2024Q3,Monday,8,26-35,<$20,6-10%,4-5d,-0.055248618784530384,-0.3,0
O118773,C16707,P206377,Fashion,36.82,0.0,1,Credit Card,2024-11-20,2024-11-27,East,No,,Not Returned,36.82,5.91,6.98,55,Male,36.82,0,0.0,36.82,36.82,0.0,7,,2024-11-01,2024,2024Q4,Wednesday,11,46-55,$20-50,0%,6-7d,0.18957088538837588,6.98,0
O118774,C10633,P222788,Grocery,3.25,0.0,1,Debit Card,2023-12-16,2023-12-22,West,No,,Not Returned,3.25,0.0,0.26,31,Male,3.25,0,0.0,3.25,3.25,0.0,6,,2023-12-01,2023,2023Q4,Saturday,12,26-35,<$20,0%,6-7d,0.08,0.26,0
O118775,C16822,P214269,Toys,5.35,0.05,1,UPI,2023-12-11,2023-12-16,South,No,,Not Returned,5.08,1.83,0.2,28,Male,5.0825,0,0.0,5.08,5.35,0.2699999999999996,5,,2023-12-01,2023,2023Q4,Monday,12,26-35,<$20,1-5%,4-5d,0.03937007874015748,0.2,0
O118776,C15113,P229717,Electronics,418.22,0.15,1,Credit Card,2023-12-16,2023-12-21,East,No,,Not Returned,355.49,9.45,33.21,57,Male,355.487,0,0.0,355.49,418.22,62.73000000000002,5,,2023-12-01,2023,2023Q4,Saturday,12,56-69,$250-500,11-20%,4-5d,0.09342034937691637,33.21,0
O118777,C14103,P222605,Toys,7.89,0.05,1,Debit Card,2025-04-26,2025-04-29,Central,No,,Not Returned,7.5,3.56,-0.56,57,Female,7.495499999999999,0,0.0,7.5,7.89,0.3899999999999997,3,,2025-04-01,2025,2025Q2,Saturday,4,56-69,<$20,1-5%,0-3d,-0.07466666666666667,-0.56,0
O118778,C11392,P221221,Electronics,645.57,0.05,1,Credit Card,2024-08-06,2024-08-11,North,No,,Not Returned,613.29,11.05,62.54,48,Female,613.2915,0,0.0,613.29,645.57,32.280000000000086,5,,2024-08-01,2024,2024Q3,Tuesday,8,46-55,$500+,1-5%,4-5d,0.10197459603124134,62.54,0
O118779,C15164,P241631,Fashion,40.55,0.05,1,Credit Card,2024-12-27,2024-12-31,North,No,,Not Returned,38.52,4.9,8.58,62,Female,38.522499999999994,0,0.0,38.52,40.55,2.029999999999994,4,,2024-12-01,2024,2024Q4,Friday,12,56-69,$20-50,1-5%,4-5d,0.22274143302180685,8.58,0
O118780,C16487,P231757,Fashion,51.05,0.0,1,Credit Card,2025-05-26,2025-05-31,East,No,,Not Returned,51.05,6.07,11.8,33,Female,51.05,0,0.0,51.05,51.05,0.0,5,,2025-05-01,2025,2025Q2,Monday,5,26-35,$50-100,0%,4-5d,0.23114593535749267,11.8,0
O118781,C15876,P248275,Fashion,24.03,0.1,3,Debit Card,2024-06-02,2024-06-07,Central,No,,Not Returned,64.88,7.26,15.45,46,Female,64.881,0,0.0,64.88,72.09,7.210000000000008,5,,2024-06-01,2024,2024Q2,Sunday,6,46-55,$20-50,6-10%,4-5d,0.23813193588162762,15.45,0
O118782,C16939,P218069,Fashion,17.46,0.1,1,UPI,2025-05-06,2025-05-09,North,No,,Not Returned,15.71,4.94,0.56,20,Male,15.714,0,0.0,15.71,17.46,1.75,3,,2025-05-01,2025,2025Q2,Tuesday,5,18-25,<$20,6-10%,0-3d,0.03564608529598982,0.56,0
O118783,C13446,P243037,Sports,27.02,0.0,1,COD,2023-10-03,2023-10-07,North,No,,Not Returned,27.02,4.47,3.64,56,Female,27.02,0,0.0,27.02,27.02,0.0,4,,2023-10-01,2023,2023Q4,Tuesday,10,56-69,$20-50,0%,4-5d,0.13471502590673576,3.64,0
O118784,C15738,P242656,Fashion,65.37,0.0,3,UPI,2024-11-13,2024-11-16,North,No,,Not Returned,196.11,7.34,61.3,29,Female,196.11,0,0.0,196.11,196.11,0.0,3,,2024-11-01,2024,2024Q4,Wednesday,11,26-35,$50-100,0%,0-3d,0.31257967467237774,61.3,0
O118785,C13098,P224324,Toys,24.98,0.0,2,Debit Card,2025-09-01,2025-09-07,Central,No,,Not Returned,49.96,7.51,12.47,32,Male,49.96,0,0.0,49.96,49.96,0.0,6,,2025-09-01,2025,2025Q3,Monday,9,26-35,$20-50,0%,6-7d,0.24959967974379504,12.47,1
O118786,C15312,P228734,Electronics,270.55,0.1,1,COD,2023-10-26,2023-11-03,East,No,,Not Returned,243.5,7.57,21.65,19,Male,243.495,0,0.0,243.5,270.55,27.05000000000001,8,,2023-10-01,2023,2023Q4,Thursday,10,18-25,$250-500,6-10%,8-10d,0.08891170431211498,21.65,0
O118787,C14944,P219590,Beauty,40.24,0.2,1,Debit Card,2024-01-07,2024-01-10,North,No,,Not Returned,32.19,6.86,7.63,43,Male,32.192,0,0.0,32.19,40.24,8.050000000000004,3,,2024-01-01,2024,2024Q1,Sunday,1,36-45,$20-50,11-20%,0-3d,0.23703013358185773,7.63,0
O118788,C15476,P228828,Toys,33.91,0.15,2,Debit Card,2025-08-02,2025-08-08,East,No,,Not Returned,57.65,5.61,17.45,44,Male,57.64699999999999,0,0.0,57.65,67.82,10.169999999999995,6,,2025-08-01,2025,2025Q3,Saturday,8,36-45,$20-50,11-20%,6-7d,0.3026886383347788,17.45,0
O118789,C10061,P223096,Electronics,239.71,0.0,1,Debit Card,2024-02-18,2024-02-21,North,No,,Not Returned,239.71,8.24,20.53,24,Female,239.71,0,0.0,239.71,239.71,0.0,3,,2024-02-01,2024,2024Q1,Sunday,2,18-25,$100-250,0%,0-3d,0.08564515456176214,20.53,0
O118790,C15181,P229448,Beauty,28.8,0.0,1,Debit Card,2024-04-05,2024-04-10,South,No,,Not Returned,28.8,3.85,9.11,42,Male,28.8,0,0.0,28.8,28.8,0.0,5,,2024-04-01,2024,2024Q2,Friday,4,36-45,$20-50,0%,4-5d,0.31631944444444443,9.11,0
O118791,C12469,P243261,Home,330.16,0.0,1,UPI,2024-06-03,2024-06-09,East,No,,Not Returned,330.16,7.52,84.92,64,Male,330.16,0,0.0,330.16,330.16,0.0,6,,2024-06-01,2024,2024Q2,Monday,6,56-69,$250-500,0%,6-7d,0.25720862612066875,84.92,0
O118792,C11817,P248110,Fashion,9.18,0.05,1,COD,2025-04-20,2025-04-23,North,No,,Not Returned,8.72,3.61,-0.56,31,Male,8.721,0,0.0,8.72,9.18,0.4599999999999991,3,,2025-04-01,2025,2025Q2,Sunday,4,26-35,<$20,1-5%,0-3d,-0.06422018348623854,-0.56,0
O118793,C10632,P211450,Electronics,53.97,0.0,1,COD,2023-10-20,2023-10-25,East,No,,Not Returned,53.97,5.54,0.94,68,Male,53.97,0,0.0,53.97,53.97,0.0,5,,2023-10-01,2023,2023Q4,Friday,10,56-69,$50-100,0%,4-5d,0.017417083564943488,0.94,0
O118794,C14887,P230575,Sports,73.06,0.0,1,Debit Card,2024-10-06,2024-10-10,West,No,,Not Returned,73.06,6.06,15.86,44,Male,73.06,0,0.0,73.06,73.06,0.0,4,,2024-10-01,2024,2024Q4,Sunday,10,36-45,$50-100,0%,4-5d,0.21708185053380782,15.86,0
O118795,C12598,P231592,Fashion,24.82,0.0,1,PayPal,2025-05-24,2025-05-28,South,No,,Not Returned,24.82,5.09,3.6,42,Male,24.82,0,0.0,24.82,24.82,0.0,4,,2025-05-01,2025,2025Q2,Saturday,5,36-45,$20-50,0%,4-5d,0.145044319097502,3.6,0
O118796,C13451,P239110,Fashion,9.48,0.05,1,UPI,2024-09-11,2024-09-16,West,No,,Not Returned,9.01,2.3,0.85,47,Female,9.006,0,0.0,9.01,9.48,0.47000000000000064,5,,2024-09-01,2024,2024Q3,Wednesday,9,46-55,<$20,1-5%,4-5d,0.09433962264150943,0.85,0
O118797,C11300,P247984,Sports,25.95,0.15,1,Credit Card,2025-03-28,2025-04-03,East,No,,Not Returned,22.06,5.99,0.63,61,Female,22.057499999999997,0,0.0,22.06,25.95,3.8900000000000006,6,,2025-03-01,2025,2025Q1,Friday,3,56-69,$20-50,11-20%,6-7d,0.028558476881233003,0.63,0
